"exp_id","embedding_model","chunk_size","chunk_overlap","k","retrieval_strategy","reranker","temperature","generator_model","judge_model","timestamp","total_questions","experiment_duration_s","total_cpu_time_s","total_energy_j","mean_latency_per_question_s","mean_cpu_time_per_question_s","mean_energy_per_question_j","grounding_passes","grounding_fails","relevance_passes","relevance_fails","mean_grounding_score","mean_relevance_score"
"exp0114","sentence-transformers/all-mpnet-base-v2","500","100","5","dense","cross-encoder","0.0","phi4:14b","qwen2.5:7b","2026-05-03T05:40:41.856615","40","2014.58","42.34","","50.3","1.058","","23","17","21","19","0.515","0.588"
"exp0115","sentence-transformers/all-mpnet-base-v2","500","100","5","dense","cross-encoder","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-03T06:14:16.500724","40","1570.32","123.99","","39.08","3.1","","19","21","20","20","0.46","0.555"
"exp0116","sentence-transformers/all-mpnet-base-v2","500","100","5","dense","cross-encoder","0.0","mistral:7b","qwen2.5:7b","2026-05-03T06:40:26.878619","40","1663.17","25.11","","41.53","0.628","","25","15","23","17","0.53","0.735"
"exp0117","sentence-transformers/all-mpnet-base-v2","500","100","5","dense","cross-encoder","0.0","gemma2:9b","qwen2.5:7b","2026-05-03T07:08:10.107340","40","1526.4","24.63","","38.12","0.616","","18","22","18","22","0.455","0.555"
"exp0118","sentence-transformers/all-mpnet-base-v2","500","100","5","dense","cross-encoder","0.0","llama3.2:3b","qwen2.5:7b","2026-05-03T07:33:36.561518","40","1366.47","33.9","","34.11","0.847","","23","17","15","25","0.532","0.545"
"exp0119","sentence-transformers/all-mpnet-base-v2","500","100","5","dense","cross-encoder","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-03T07:56:23.084053","40","1690.13","26.1","","42.21","0.653","","26","14","11","29","0.565","0.51"
"exp0120","sentence-transformers/all-mpnet-base-v2","500","100","5","bm25","none","0.0","phi4:14b","qwen2.5:7b","2026-05-03T08:24:33.275058","40","2311.02","28.99","","57.74","0.725","","27","13","22","18","0.631","0.628"
"exp0121","sentence-transformers/all-mpnet-base-v2","500","100","5","bm25","none","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-03T09:03:04.346211","40","1797.36","13.46","","44.92","0.337","","31","9","21","19","0.722","0.63"
"exp0122","sentence-transformers/all-mpnet-base-v2","500","100","5","bm25","none","0.0","mistral:7b","qwen2.5:7b","2026-05-03T09:33:01.759219","40","1880.81","33.72","","46.98","0.843","","31","9","18","22","0.698","0.645"
"exp0123","sentence-transformers/all-mpnet-base-v2","500","100","5","bm25","none","0.0","gemma2:9b","qwen2.5:7b","2026-05-03T10:04:22.635999","40","1779.22","27.93","","44.45","0.698","","29","11","16","24","0.665","0.583"
"exp0124","sentence-transformers/all-mpnet-base-v2","500","100","5","bm25","none","0.0","llama3.2:3b","qwen2.5:7b","2026-05-03T10:34:01.911796","40","1566.52","28.19","","39.13","0.705","","26","14","17","23","0.593","0.595"
"exp0125","sentence-transformers/all-mpnet-base-v2","500","100","5","bm25","none","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-03T11:00:08.488163","40","1856.48","22.35","","46.39","0.559","","30","10","12","28","0.64","0.59"
"exp0126","sentence-transformers/all-mpnet-base-v2","500","100","5","bm25","cross-encoder","0.0","phi4:14b","qwen2.5:7b","2026-05-03T11:31:05.021967","40","2107.31","19.49","","52.64","0.487","","27","13","25","15","0.62","0.66"
"exp0127","sentence-transformers/all-mpnet-base-v2","500","100","5","bm25","cross-encoder","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-03T12:06:12.401660","40","1627.02","28.78","","40.63","0.72","","27","13","19","21","0.635","0.605"
"exp0128","sentence-transformers/all-mpnet-base-v2","500","100","5","bm25","cross-encoder","0.0","mistral:7b","qwen2.5:7b","2026-05-03T12:33:19.483542","40","1695.62","13.12","","42.36","0.328","","29","11","17","23","0.662","0.625"
"exp0129","sentence-transformers/all-mpnet-base-v2","500","100","5","bm25","cross-encoder","0.0","gemma2:9b","qwen2.5:7b","2026-05-03T13:01:35.168693","40","1610.21","12.76","","40.23","0.319","","27","13","17","23","0.622","0.595"
"exp0130","sentence-transformers/all-mpnet-base-v2","500","100","5","bm25","cross-encoder","0.0","llama3.2:3b","qwen2.5:7b","2026-05-03T13:28:25.445630","40","1424.34","12.91","","35.58","0.323","","27","13","19","21","0.613","0.645"
"exp0131","sentence-transformers/all-mpnet-base-v2","500","100","5","bm25","cross-encoder","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-03T13:52:09.841454","40","1689.67","22.07","","42.2","0.552","","31","9","10","30","0.637","0.535"
"exp0132","sentence-transformers/all-mpnet-base-v2","500","100","5","hybrid","none","0.0","phi4:14b","qwen2.5:7b","2026-05-03T14:20:19.571664","40","2715.67","26.34","","67.86","0.658","","32","8","25","15","0.728","0.733"
"exp0133","sentence-transformers/all-mpnet-base-v2","500","100","5","hybrid","none","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-03T15:05:35.302609","40","2040.06","57.86","","50.93","1.446","","33","7","21","19","0.786","0.665"
"exp0134","sentence-transformers/all-mpnet-base-v2","500","100","5","hybrid","none","0.0","mistral:7b","qwen2.5:7b","2026-05-03T15:39:35.431353","40","2276.3","43.93","","56.85","1.098","","32","8","24","16","0.731","0.73"
"exp0135","sentence-transformers/all-mpnet-base-v2","500","100","5","hybrid","none","0.0","gemma2:9b","qwen2.5:7b","2026-05-03T16:17:31.788965","40","2185.62","44.72","","54.58","1.118","","31","9","23","17","0.67","0.685"
"exp0136","sentence-transformers/all-mpnet-base-v2","500","100","5","hybrid","none","0.0","llama3.2:3b","qwen2.5:7b","2026-05-03T16:53:57.470955","40","1779.12","24.53","","44.45","0.613","","31","9","23","17","0.7","0.685"
"exp0137","sentence-transformers/all-mpnet-base-v2","500","100","5","hybrid","none","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-03T17:23:36.649870","40","1730.18","71.23","","43.17","1.781","","30","10","16","24","0.655","0.603"
"exp0138","sentence-transformers/all-mpnet-base-v2","500","100","5","hybrid","cross-encoder","0.0","phi4:14b","qwen2.5:7b","2026-05-03T17:52:26.894863","40","2078.43","52.79","","51.88","1.32","","30","10","26","14","0.703","0.71"
"exp0139","sentence-transformers/all-mpnet-base-v2","500","100","5","hybrid","cross-encoder","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-03T18:27:05.389195","40","1603.81","24.14","","40.05","0.604","","30","10","22","18","0.703","0.672"
"exp0140","sentence-transformers/all-mpnet-base-v2","500","100","5","hybrid","cross-encoder","0.0","mistral:7b","qwen2.5:7b","2026-05-03T18:53:49.261743","40","1690.47","41.92","","42.19","1.048","","33","7","23","17","0.75","0.722"
"exp0141","sentence-transformers/all-mpnet-base-v2","500","100","5","hybrid","cross-encoder","0.0","gemma2:9b","qwen2.5:7b","2026-05-03T19:21:59.804965","40","1545.54","42.05","","38.57","1.051","","30","10","22","18","0.69","0.667"
"exp0142","sentence-transformers/all-mpnet-base-v2","500","100","5","hybrid","cross-encoder","0.0","llama3.2:3b","qwen2.5:7b","2026-05-03T19:47:45.414191","40","1433.93","24.7","","35.8","0.617","","31","9","23","17","0.725","0.72"
"exp0143","sentence-transformers/all-mpnet-base-v2","500","100","5","hybrid","cross-encoder","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-03T20:11:39.408733","40","1504.67","26.54","","37.57","0.663","","31","9","16","24","0.665","0.65"
"exp0144","BAAI/bge-large-en-v1.5","500","100","3","dense","none","0.0","phi4:14b","qwen2.5:7b","2026-05-03T20:38:41.972603","40","1946.09","60.19","","48.58","1.505","","31","9","24","16","0.745","0.73"
"exp0145","BAAI/bge-large-en-v1.5","500","100","3","dense","none","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-03T21:11:08.131272","40","1496.05","77.95","","37.3","1.949","","29","11","23","17","0.71","0.647"
"exp0146","BAAI/bge-large-en-v1.5","500","100","3","dense","none","0.0","mistral:7b","qwen2.5:7b","2026-05-03T21:36:04.260141","40","1603.57","59.64","","40.02","1.491","","30","10","22","18","0.693","0.703"
"exp0147","BAAI/bge-large-en-v1.5","500","100","3","dense","none","0.0","gemma2:9b","qwen2.5:7b","2026-05-03T22:02:47.897549","40","1543.98","58.26","","38.53","1.456","","29","11","22","18","0.688","0.672"
"exp0148","BAAI/bge-large-en-v1.5","500","100","3","dense","none","0.0","llama3.2:3b","qwen2.5:7b","2026-05-03T22:28:31.942031","40","1369.06","54.44","","34.16","1.361","","28","12","24","16","0.673","0.715"
"exp0149","BAAI/bge-large-en-v1.5","500","100","3","dense","none","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-03T22:51:21.064737","40","1572.7","54.79","","39.25","1.37","","34","6","13","27","0.738","0.595"
"exp0150","BAAI/bge-large-en-v1.5","500","100","3","dense","cross-encoder","0.0","phi4:14b","qwen2.5:7b","2026-05-03T23:17:33.827393","40","1686.07","109.81","","41.99","2.745","","29","11","22","18","0.72","0.672"
"exp0151","BAAI/bge-large-en-v1.5","500","100","3","dense","cross-encoder","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-03T23:45:39.982408","40","1378.34","55.34","","34.37","1.384","","28","12","24","16","0.695","0.647"
"exp0152","BAAI/bge-large-en-v1.5","500","100","3","dense","cross-encoder","0.0","mistral:7b","qwen2.5:7b","2026-05-04T00:08:38.461748","40","1380.12","55.42","","34.42","1.385","","30","10","21","19","0.695","0.69"
"exp0153","BAAI/bge-large-en-v1.5","500","100","3","dense","cross-encoder","0.0","gemma2:9b","qwen2.5:7b","2026-05-04T00:31:38.663816","40","1357.52","77.02","","33.82","1.925","","28","12","22","18","0.656","0.685"
"exp0154","BAAI/bge-large-en-v1.5","500","100","3","dense","cross-encoder","0.0","llama3.2:3b","qwen2.5:7b","2026-05-04T00:54:16.261836","40","1289.85","54.57","","32.16","1.364","","29","11","22","18","0.672","0.66"
"exp0155","BAAI/bge-large-en-v1.5","500","100","3","dense","cross-encoder","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-04T01:15:46.187178","40","1528.61","78.92","","38.1","1.973","","35","5","11","29","0.73","0.565"
"exp0156","BAAI/bge-large-en-v1.5","500","100","3","bm25","none","0.0","phi4:14b","qwen2.5:7b","2026-05-04T01:41:14.866190","40","1917.47","30.95","","47.9","0.774","","23","17","19","21","0.532","0.568"
"exp0157","BAAI/bge-large-en-v1.5","500","100","3","bm25","none","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-04T02:13:12.413390","40","1612.59","41.17","","40.26","1.029","","27","13","17","23","0.608","0.542"
"exp0158","BAAI/bge-large-en-v1.5","500","100","3","bm25","none","0.0","mistral:7b","qwen2.5:7b","2026-05-04T02:40:05.080704","40","1650.99","25.03","","41.24","0.626","","29","11","15","25","0.637","0.575"
"exp0159","BAAI/bge-large-en-v1.5","500","100","3","bm25","none","0.0","gemma2:9b","qwen2.5:7b","2026-05-04T03:07:36.144990","40","1574.4","50.81","","39.29","1.27","","26","14","16","24","0.589","0.532"
"exp0160","BAAI/bge-large-en-v1.5","500","100","3","bm25","none","0.0","llama3.2:3b","qwen2.5:7b","2026-05-04T03:33:50.635972","40","1417.48","25.06","","35.41","0.626","","27","13","14","26","0.59","0.557"
"exp0161","BAAI/bge-large-en-v1.5","500","100","3","bm25","none","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-04T03:57:28.199547","40","1560.93","69.79","","38.93","1.745","","29","11","12","28","0.6","0.51"
"exp0162","BAAI/bge-large-en-v1.5","500","100","3","bm25","cross-encoder","0.0","phi4:14b","qwen2.5:7b","2026-05-04T04:23:29.204692","40","1728.72","26.06","","43.17","0.651","","22","18","19","21","0.525","0.547"
"exp0163","BAAI/bge-large-en-v1.5","500","100","3","bm25","cross-encoder","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-04T04:52:17.997496","40","1469.46","24.9","","36.69","0.622","","24","16","18","22","0.562","0.552"
"exp0164","BAAI/bge-large-en-v1.5","500","100","3","bm25","cross-encoder","0.0","mistral:7b","qwen2.5:7b","2026-05-04T05:16:47.538309","40","1577.79","25.46","","39.4","0.637","","29","11","16","24","0.628","0.6"
"exp0165","BAAI/bge-large-en-v1.5","500","100","3","bm25","cross-encoder","0.0","gemma2:9b","qwen2.5:7b","2026-05-04T05:43:05.402280","40","1427.0","25.2","","35.63","0.63","","24","16","16","24","0.568","0.528"
"exp0166","BAAI/bge-large-en-v1.5","500","100","3","bm25","cross-encoder","0.0","llama3.2:3b","qwen2.5:7b","2026-05-04T06:06:52.493797","40","1338.3","75.41","","33.35","1.885","","24","16","16","24","0.542","0.537"
"exp0167","BAAI/bge-large-en-v1.5","500","100","3","bm25","cross-encoder","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-04T06:29:10.876200","40","1528.05","26.02","","38.16","0.65","","31","9","8","32","0.624","0.483"
"exp0168","BAAI/bge-large-en-v1.5","500","100","3","hybrid","none","0.0","phi4:14b","qwen2.5:7b","2026-05-04T06:54:39.015783","40","2214.13","54.32","","55.29","1.358","","32","8","25","15","0.735","0.722"
"exp0169","BAAI/bge-large-en-v1.5","500","100","3","hybrid","none","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-04T07:31:33.217985","40","1771.45","53.83","","44.22","1.346","","31","9","23","17","0.715","0.682"
"exp0170","BAAI/bge-large-en-v1.5","500","100","3","hybrid","none","0.0","mistral:7b","qwen2.5:7b","2026-05-04T08:01:04.746150","40","1887.89","54.01","","47.13","1.35","","31","9","22","18","0.71","0.703"
"exp0171","BAAI/bge-large-en-v1.5","500","100","3","hybrid","none","0.0","gemma2:9b","qwen2.5:7b","2026-05-04T08:32:32.710742","40","1768.74","54.1","","44.15","1.353","","31","9","22","18","0.693","0.685"
"exp0172","BAAI/bge-large-en-v1.5","500","100","3","hybrid","none","0.0","llama3.2:3b","qwen2.5:7b","2026-05-04T09:02:01.539574","40","1522.88","82.48","","37.97","2.062","","32","8","24","16","0.715","0.715"
"exp0173","BAAI/bge-large-en-v1.5","500","100","3","hybrid","none","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-04T09:27:24.525541","40","1549.07","54.18","","38.66","1.355","","32","8","16","24","0.688","0.63"
"exp0174","BAAI/bge-large-en-v1.5","500","100","3","hybrid","cross-encoder","0.0","phi4:14b","qwen2.5:7b","2026-05-04T09:53:13.670670","40","1779.7","89.37","","44.36","2.234","","30","10","24","16","0.73","0.7"
"exp0175","BAAI/bge-large-en-v1.5","500","100","3","hybrid","cross-encoder","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-04T10:32:48.380321","40","820.57","78.94","","34.28","1.974","","31","9","24","16","0.742","0.675"
"exp0176","BAAI/bge-large-en-v1.5","500","100","3","hybrid","cross-encoder","0.0","mistral:7b","qwen2.5:7b","2026-05-04T10:46:29.137053","40","1438.77","76.53","","35.86","1.913","","32","8","20","20","0.735","0.695"
"exp0177","BAAI/bge-large-en-v1.5","500","100","3","hybrid","cross-encoder","0.0","gemma2:9b","qwen2.5:7b","2026-05-04T11:10:27.998538","40","1366.31","53.49","","34.08","1.337","","28","12","24","16","0.671","0.705"
"exp0178","BAAI/bge-large-en-v1.5","500","100","3","hybrid","cross-encoder","0.0","llama3.2:3b","qwen2.5:7b","2026-05-04T11:33:14.391244","40","1233.8","104.88","","30.7","2.622","","27","13","22","18","0.645","0.66"
"exp0179","BAAI/bge-large-en-v1.5","500","100","3","hybrid","cross-encoder","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-04T11:53:48.276545","40","1496.46","113.8","","37.25","2.845","","33","7","13","27","0.698","0.585"
"exp0180","BAAI/bge-large-en-v1.5","500","100","5","dense","none","0.0","phi4:14b","qwen2.5:7b","2026-05-04T12:18:44.823512","40","2226.45","55.21","","55.59","1.38","","30","10","25","15","0.69","0.728"
"exp0181","BAAI/bge-large-en-v1.5","500","100","5","dense","none","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-04T12:55:51.351473","40","1753.44","54.32","","43.77","1.358","","30","10","22","18","0.713","0.635"
"exp0182","BAAI/bge-large-en-v1.5","500","100","5","dense","none","0.0","mistral:7b","qwen2.5:7b","2026-05-04T13:25:04.875590","40","1754.33","57.62","","43.79","1.44","","31","9","24","16","0.725","0.747"
"exp0183","BAAI/bge-large-en-v1.5","500","100","5","dense","none","0.0","gemma2:9b","qwen2.5:7b","2026-05-04T13:54:19.291417","40","1747.03","53.01","","43.61","1.325","","29","11","23","17","0.703","0.675"
"exp0184","BAAI/bge-large-en-v1.5","500","100","5","dense","none","0.0","llama3.2:3b","qwen2.5:7b","2026-05-04T14:23:26.397133","40","1545.34","112.84","","38.49","2.821","","29","11","23","17","0.675","0.675"
"exp0185","BAAI/bge-large-en-v1.5","500","100","5","dense","none","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-04T14:49:11.824541","40","1577.01","53.74","","39.36","1.344","","33","7","16","24","0.703","0.642"
"exp0186","BAAI/bge-large-en-v1.5","500","100","5","dense","cross-encoder","0.0","phi4:14b","qwen2.5:7b","2026-05-04T15:15:28.910773","40","2036.72","57.69","","50.83","1.442","","31","9","24","16","0.75","0.718"
"exp0187","BAAI/bge-large-en-v1.5","500","100","5","dense","cross-encoder","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-04T15:49:25.710842","40","1614.45","83.04","","40.24","2.076","","31","9","22","18","0.73","0.635"
"exp0188","BAAI/bge-large-en-v1.5","500","100","5","dense","cross-encoder","0.0","mistral:7b","qwen2.5:7b","2026-05-04T16:16:20.242819","40","1631.52","53.96","","40.7","1.349","","34","6","23","17","0.767","0.735"
"exp0189","BAAI/bge-large-en-v1.5","500","100","5","dense","cross-encoder","0.0","gemma2:9b","qwen2.5:7b","2026-05-04T16:43:31.839131","40","1534.75","82.52","","38.25","2.063","","29","11","23","17","0.688","0.688"
"exp0190","BAAI/bge-large-en-v1.5","500","100","5","dense","cross-encoder","0.0","llama3.2:3b","qwen2.5:7b","2026-05-04T17:09:06.679280","40","1483.2","184.05","","36.83","4.601","","33","7","24","16","0.772","0.745"
"exp0191","BAAI/bge-large-en-v1.5","500","100","5","dense","cross-encoder","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-04T17:33:49.965603","40","1512.25","373.26","","37.3","9.332","","34","6","18","22","0.751","0.625"
"exp0192","BAAI/bge-large-en-v1.5","500","100","5","bm25","none","0.0","phi4:14b","qwen2.5:7b","2026-05-04T17:59:02.302975","40","2195.79","184.63","","54.65","4.616","","25","15","23","17","0.586","0.62"
"exp0193","BAAI/bge-large-en-v1.5","500","100","5","bm25","none","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-04T18:35:38.185549","40","1740.23","155.04","","43.3","3.876","","29","11","18","22","0.672","0.597"
"exp0194","BAAI/bge-large-en-v1.5","500","100","5","bm25","none","0.0","mistral:7b","qwen2.5:7b","2026-05-04T19:04:38.499525","40","1881.86","113.56","","46.9","2.839","","30","10","16","24","0.69","0.6"
"exp0195","BAAI/bge-large-en-v1.5","500","100","5","bm25","none","0.0","gemma2:9b","qwen2.5:7b","2026-05-04T19:36:00.448177","40","1776.3","162.55","","44.2","4.064","","27","13","16","24","0.622","0.562"
"exp0196","BAAI/bge-large-en-v1.5","500","100","5","bm25","none","0.0","llama3.2:3b","qwen2.5:7b","2026-05-04T20:05:36.833375","40","1557.33","93.96","","38.81","2.349","","27","13","15","25","0.59","0.57"
"exp0197","BAAI/bge-large-en-v1.5","500","100","5","bm25","none","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-04T20:31:34.257930","40","1755.67","66.11","","43.81","1.653","","33","7","14","26","0.695","0.557"
"exp0198","BAAI/bge-large-en-v1.5","500","100","5","bm25","cross-encoder","0.0","phi4:14b","qwen2.5:7b","2026-05-04T21:00:50.031295","40","2045.86","54.1","","51.06","1.353","","25","15","23","17","0.573","0.615"
"exp0199","BAAI/bge-large-en-v1.5","500","100","5","bm25","cross-encoder","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-04T21:34:55.986669","40","1624.41","25.4","","40.57","0.635","","26","14","17","23","0.603","0.56"
"exp0200","BAAI/bge-large-en-v1.5","500","100","5","bm25","cross-encoder","0.0","mistral:7b","qwen2.5:7b","2026-05-04T22:02:00.482827","40","1647.17","25.36","","41.14","0.634","","29","11","17","23","0.662","0.613"
"exp0201","BAAI/bge-large-en-v1.5","500","100","5","bm25","cross-encoder","0.0","gemma2:9b","qwen2.5:7b","2026-05-04T22:29:27.740597","40","1601.34","70.7","","39.93","1.768","","25","15","15","25","0.59","0.562"
"exp0202","BAAI/bge-large-en-v1.5","500","100","5","bm25","cross-encoder","0.0","llama3.2:3b","qwen2.5:7b","2026-05-04T22:56:09.166462","40","1448.18","25.9","","36.16","0.647","","27","13","17","23","0.588","0.6"
"exp0203","BAAI/bge-large-en-v1.5","500","100","5","bm25","cross-encoder","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-04T23:20:17.438739","40","1727.55","53.38","","43.11","1.335","","29","11","10","30","0.608","0.52"
"exp0204","BAAI/bge-large-en-v1.5","500","100","5","hybrid","none","0.0","phi4:14b","qwen2.5:7b","2026-05-04T23:49:05.069793","40","2615.17","53.81","","65.31","1.345","","33","7","28","12","0.76","0.762"
"exp0205","BAAI/bge-large-en-v1.5","500","100","5","hybrid","none","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-05T00:32:40.338407","40","1984.02","53.73","","49.53","1.343","","34","6","24","16","0.771","0.742"
"exp0206","BAAI/bge-large-en-v1.5","500","100","5","hybrid","none","0.0","mistral:7b","qwen2.5:7b","2026-05-05T01:05:44.444315","40","2124.9","54.3","","53.05","1.357","","35","5","27","13","0.778","0.77"
"exp0207","BAAI/bge-large-en-v1.5","500","100","5","hybrid","none","0.0","gemma2:9b","qwen2.5:7b","2026-05-05T01:41:09.430741","40","2038.92","76.85","","50.88","1.921","","30","10","23","17","0.68","0.682"
"exp0208","BAAI/bge-large-en-v1.5","500","100","5","hybrid","none","0.0","llama3.2:3b","qwen2.5:7b","2026-05-05T02:15:08.450626","40","1659.63","66.4","","41.41","1.66","","32","8","24","16","0.725","0.728"
"exp0209","BAAI/bge-large-en-v1.5","500","100","5","hybrid","none","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-05T02:42:48.190641","40","1663.78","53.76","","41.53","1.344","","31","9","18","22","0.672","0.645"
"exp0210","BAAI/bge-large-en-v1.5","500","100","5","hybrid","cross-encoder","0.0","phi4:14b","qwen2.5:7b","2026-05-05T03:10:32.066411","40","2064.0","55.13","","51.52","1.378","","31","9","26","14","0.725","0.755"
"exp0211","BAAI/bge-large-en-v1.5","500","100","5","hybrid","cross-encoder","0.0","qwen2.5:7b","qwen2.5:7b","2026-05-05T03:44:56.178572","40","1653.02","75.34","","41.22","1.884","","31","9","24","16","0.74","0.708"
"exp0212","BAAI/bge-large-en-v1.5","500","100","5","hybrid","cross-encoder","0.0","mistral:7b","qwen2.5:7b","2026-05-05T04:12:29.296789","40","1678.32","131.96","","41.77","3.299","","33","7","22","18","0.758","0.722"
"exp0213","BAAI/bge-large-en-v1.5","500","100","5","hybrid","cross-encoder","0.0","gemma2:9b","qwen2.5:7b","2026-05-05T04:40:27.701081","40","1560.01","83.77","","38.88","2.094","","30","10","22","18","0.688","0.688"
"exp0214","BAAI/bge-large-en-v1.5","500","100","5","hybrid","cross-encoder","0.0","llama3.2:3b","qwen2.5:7b","2026-05-05T05:06:27.797749","40","1439.38","127.05","","35.8","3.176","","32","8","24","16","0.74","0.745"
"exp0215","BAAI/bge-large-en-v1.5","500","100","5","hybrid","cross-encoder","0.0","qwen2.5:0.5b","qwen2.5:7b","2026-05-05T05:30:27.274146","40","1577.8","104.45","","39.3","2.611","","35","5","17","23","0.762","0.645"
