"id","question","expected_answer","answer_type","difficulty","course_scope","evidence_fields","is_unanswerable","retrieved_docs","context","answer","grounding_score","grounding_verdict","grounding_reason","unsupported_claims","relevance_score","relevance_verdict","relevance_reason","missing_points"
"q023","Which courses appear most relevant for a student interested in IoT networking and communication technologies?","IKT443 WiFi and Internet of Things, IKT458 5G and IoT: Advanced, and IKT520 Security in IoT and Machine-Type Communication. IKT204 Data communication is also relevant as a foundational networking course.","synthesis","hard","IKT443, IKT458, IKT520, IKT204","title, contents, learning_outcomes","False","5","Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: Learning Outcomes \n  \n Upon successful completion of the course, the students should - have comprehensive understanding of Internet of Things (IoT) technologies and in-depth knowledge of wireless networks - have solid understanding of medium access mechanisms and routing principles in WiFi networks and multi-hop wireless networks - have obtained both theoretical knowledge of and practical experience in various kinds of WiFi and IoT networks \n  \n Course Title: IKT520 Security in IoT and Machine-Type Communication (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt520.html \n Section: Learning Outcomes \n  \n On successful completion of the course, the students should: know about selected Internet-of-Things (IoT) architectures have a solid theoretical understanding of IoT related security and privacy issues and be able to apply this knowledge in simple systems have an overall understanding on the social perspectives of IoT security have a deep theoretical and practical knowledge of data-centric IoT Protocols - MQTT, MQTT-SN, CoAP and AMQP have a basic understanding of Link layer IoT protocols - \n  \n Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: Contents \n  \n The main goal of this course is to provide the students with knowledge of the fundamental principles as well as the state-of-the-art technologies within the topics of WiFi networks and various kinds of IoT networks \n  \n Course Title: IKT458 5G and IoT: Advanced (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt458.html \n Section: Learning Outcomes \n  \n Upon successful completion of this course, the student should have comprehensive knowledge on 5th generation (5G) and beyond mobile networks and Internet of things (IoT) networks and master the state-of-the-art technologies in a related area towards 6th generation (6G). be able to identify a research topic and develop solutions to solve the identified problem \n  \n Course Title: IKT458 5G and IoT: Advanced (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt458.html \n Section: Learning Outcomes \n  \n . be able to identify a research topic and develop solutions to solve the identified problem. be able to analyze and implement the designed solution through theoretical frameworks or hands-on experiments through simulations or real-life implementations.","Based on the retrieved context, the following courses appear most relevant for a student interested in IoT networking and communication technologies: \n  \n 1. IKT443 WiFi and Internet of Things (Spring 2026) - This course covers WiFi networks and various kinds of IoT networks, which aligns with the student's interest. \n 2. IKT520 Security in IoT and Machine-Type Communication (Spring 2026) - Although not exclusively focused on networking and communication technologies, this course does cover data-centric IoT protocols such as MQTT, MQTT-SN, CoAP, and AMQP, which are relevant to IoT networking. \n  \n The other courses mentioned do not appear directly related to IoT networking and communication technologies. IKT443 WiFi and Internet of Things is more focused on the fundamental principles of WiFi networks, while IKT458 5G and IoT: Advanced covers 5G and beyond mobile networks, but does not specifically focus on IoT networking and communication technologies.","0.8","pass","Claim about IKT458 being unrelated is partially unsupported, as it does cover IoT networks, but the statement could be more precise","[""The other courses mentioned do not appear directly related to IoT networking and communication technologies.""]","0.8","pass","The answer provides relevant courses that align with the student's interest in IoT networking and communication technologies, but could benefit from more detail and explanation.","[]"
"q024","If a student wants a course on intelligent data processing and large-scale data-driven decision making, which course fits best?","IKT453 Intelligent Data Management.","recommendation","easy","IKT453","title, contents, learning_outcomes","False","5","Course Title: IKT453 Intelligent Data Management (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt453.html \n Section: Learning Outcomes \n  \n . Upon completion of the course students will be able to Understand major principles of intelligent data management technologies Understand major tradeoffs in design and development of a comprehensive data processing pipeline for data-driven decision making Design and develop advanced data warehousing solutions for data-driven decision making Design and develop intelligent data streaming systems Understand major tradeoffs in intelligent data processing under large-scale data-intensive scenarios \n  \n Course Title: IKT453 Intelligent Data Management (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt453.html \n Section: Learning Outcomes \n  \n Upon completion of the course students will be able to select, apply, as well as to develop data engineering tools appropriate for intelligent data processing, data analysis, and data-driven decision making \n  \n Course Title: IKT453 Intelligent Data Management (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt453.html \n Section: Contents \n  \n This is an advanced course on intelligent data management. This course will provide relevant background and skills on the modern data management and data engineering methods that support large-scale data-driven decision making. In particular, we will explore intelligent data warehousing, data streaming, and information fusion technologies for scalable data interpretation and information sensemaking \n  \n Course Title: IKT453 Intelligent Data Management (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt453.html \n Section: Contents \n  \n . The task of scalable information fusion is critical for interdisciplinary research where a comprehensive picture of the subject requires large amounts of data from disparate data sources. Overall, this course will provide a proper balance of the conceptual knowledge and practical skills in the cutting-edge intelligent data management technologies and explore their applicability limits. \n  \n Course Title: IKT453 Intelligent Data Management (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt453.html \n Section: Offered As A Free Standing Course \n  \n Yes, if there are places available","The information is not provided in the retrieved context.","0.0","fail","Invalid JSON from judge","[]","0.0","fail","Invalid JSON from judge","[]"
"q025","Can a student take IKT204 Data communication as a free-standing course?","Yes, subject to availability or capacity.","factoid","easy","IKT204","title, offered_as_a_free_standing_course","False","5","Course Title: IKT204 Data communication (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt204.html \n Section: Offered As A Free Standing Course \n  \n Yes. Subject to availability or capacity. \n  \n Course Title: IKT204 Data communication (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt204.html \n Section: Teaching And Learning Methods \n  \n Lectures, theory exercises and lab exercises. An engineer, teaching assistant and/or course teacher will be present. Training is provided in the use of course-related software and hardware. Expected workload for the average student is 27 hours per course credits. \n  \n Course Title: IKT204 Data communication (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt204.html \n Section: Learning Outcomes \n  \n Knowledge: - Have knowledge of the basic principles of data communication systems. - Know the network structures, network components and the most important protocols in an IP based data network Skills: - Understand the principles of how network components and protocols work together to enable data transport and online services. General competence: - Have the necessary foundation to work with problems and challenges in this field. \n  \n Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n Section: Offered As A Free Standing Course \n  \n Yes. Subject to availability or capacity. \n  \n Course Title: IKT204 Data communication (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt204.html \n Section: Admission Requirement If Given As A Free Standing Course \n  \n Higher Education Entrance Qualification including mathematics R1 and R2 and physics Fysikk 1, or a pass in the preliminary course examination for engineers (which is also offered at University of Agder).","Yes. The information states ""Offered As A Free Standing Course"" under the relevant section for each instance of IKT204 Data communication, indicating that it can be taken as a standalone course subject to availability or capacity.","0.8","pass","The answer is supported by 'Offered As A Free Standing Course' under each relevant section, but 'Subject to availability or capacity' might be seen as a limitation rather than a direct confirmation of the student's ability to take it as a free-standing course.","[]","0.8","pass","The answer directly addresses the question and provides a clear yes/no response, but could benefit from additional context or clarification.","[]"
"q026","What must students complete before they can take the exam in IKT443 WiFi and Internet of Things?","Compulsory assignments must be approved.","factoid","easy","IKT443","title, examination_requirements","False","5","Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: Examination Requirements \n  \n Compulsory assignments must be approved in order to take the examination. Information about compulsory assignments will be given in Canvas at the start of the course. \n  \n Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: Examinations \n  \n Graded assessment including two parts. An individual 4-hour written examination which counts 75% of the final grade and a technical report based on computer simulations which counts 25% of the final grade. Information about the report will be given in Canvas. \n  \n Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: Teaching And Learning Methods \n  \n Lectures, compulsory exercises and assignments, discrete-event simulations and self-study. The workload for the average student is approximately 200 hours. \n  \n Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: Student Evaluation \n  \n The person responsible for the course decides, in cooperation with student representative, the form of student evaluation and whether the course is to have a midway or end of course evaluation in accordance with the quality system for education, chapter 4.1. \n  \n Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: Contents \n  \n The main goal of this course is to provide the students with knowledge of the fundamental principles as well as the state-of-the-art technologies within the topics of WiFi networks and various kinds of IoT networks","Compulsory assignments must be approved in order to take the examination. Information about compulsory assignments will be given in Canvas at the start of the course.","0.8","pass","The answer is partially supported by the context, as it mentions compulsory assignments but does not explicitly state that students must complete them before taking the exam.","[]","0.5","fail","The answer is incomplete and does not directly address the question of what students must complete before taking the exam.","[""Provide more details about the compulsory assignments, such as what they entail and how students can submit them.""]"
"q027","What prior knowledge is recommended for IKT452 Computer Vision?","IKT213 - Machine Vision.","factoid","easy","IKT452","title, recommended_previous_knowledge","False","5","Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Recommended Previous Knowledge \n  \n IKT213 - Machine Vision \n  \n Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Learning Outcomes \n  \n methods; Explain object and scene recognition and categorization from images; Identify and use the state-of-the-art deep neural networks for computer vision tasks; Develop the practical skills necessary to design and implement computer vision applications. \n  \n Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Contents \n  \n . This course provides a comprehensive introduction to computer vision, including fundamentals of image formation, camera imaging geometry, feature detection and matching, stereo, motion estimation and tracking, image classification, scene understanding, and deep neural networks. Students will learn some advanced computer vision concepts and gain hands-on experience to solve real-life vision problems. \n  \n Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Learning Outcomes \n  \n After completion of this course, students will be able to: Recognize and explain both the theoretical and practical aspects of computing with images to relate computer vision to human vision; Describe the foundation of image formation, measurement, and analysis; Discuss the geometric relationships between 2D and 3D computer vision; Select and implement appropriate image matching and alignment methods; Explain object and scene recognition and categorization from images; Identify and use the \n  \n Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Teaching And Learning Methods \n  \n The course is organized with a combination of lectures, assignments and projects. The workload for the average student is approximately 200 hours.","IKT213 - Machine Vision.","0.0","fail","Invalid JSON from judge","[]","0.8","pass","The answer provides relevant prior knowledge for IKT452 Computer Vision, but could be more specific about the relevance of IKT213 - Machine Vision.","[]"
"q028","What prior knowledge is recommended for IKT519 Blockchain and distributed ledger technology?","It is recommended that students have prior knowledge corresponding to IKT447-G Trust, threats, risks and vulnerabilities.","factoid","easy","IKT519","title, admission_requirement_if_given_as_a_free_standing_course, recommended_previous_knowledge","False","5","Course Title: IKT519 Blockchain and distributed ledger technology (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt519.html \n Section: Recommended Previous Knowledge \n  \n IKT447-G Trust, threats, risks and vulnerabilities \n  \n Course Title: IKT519 Blockchain and distributed ledger technology (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt519.html \n Section: Learning Outcomes \n  \n After completing the course, the student must have advanced knowledge of the technical operation and foundations of blockchain and cryptocurrency technologies. be able to practically apply blockchain technology in selected areas \n  \n Course Title: IKT519 Blockchain and distributed ledger technology (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt519.html \n Section: Examination Requirements \n  \n Approved compulsory assignments. More detailed information is provided in Canvas at the start of the semester. \n  \n Course Title: IKT519 Blockchain and distributed ledger technology (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt519.html \n Section: Admission Requirement If Given As A Free Standing Course \n  \n The admission requirements for the course are the same as for the master's program in cyber security or the master's program in ICT. It is recommended that students also have prior knowledge corresponding to IKT447-G Trust, threats, risks and vulnerabilities. \n  \n Course Title: IKT519 Blockchain and distributed ledger technology (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt519.html \n Section: Teaching And Learning Methods \n  \n The subject is given in the form of seminars that include lectures and compulsory work. The total expected scope of work is estimated at approx. 200 hours.","Prior knowledge corresponding to IKT447-G Trust, threats, risks and vulnerabilities is recommended for IKT519 Blockchain and distributed ledger technology.","0.5","fail","The context only recommends prior knowledge from IKT447-G, but does not explicitly state that it is a requirement for IKT519. The admission requirements mention the same prerequisites as the master's program in cyber security or ICT, which implies that prior knowledge corresponding to IKT447-G might be sufficient, but it is not explicitly stated as required.","[""The answer is not fully supported by the context because it only mentions that prior knowledge corresponding to IKT447-G Trust, threats, risks and vulnerabilities is recommended, but does not explicitly state that this knowledge is required for IKT519 Blockchain and distributed ledger technology.""]","0.8","pass","The answer provides a clear connection between the prior knowledge required for IKT519 and IKT447, but could be more concise.","[]"
"q029","What are the minimum requirements to start IKT590 Master's Thesis?","Students must have passed examinations with no less than 75 ECTS credits in the master programme at the beginning of the semester, and the thesis topic must be approved by the University of Agder.","descriptive","medium","IKT590","title, prerequisites","False","5","Course Title: IKT590 Master's Thesis (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt590.html \n Section: Prerequisites \n  \n In order to start working on the master’s thesis, the students must have passed examinations with no less than 75 ECTS credits in the Master programme at the beginning of the semester when the master’s thesis is to be written. The topic of the master’s thesis has to be approved by the University of Agder. \n  \n Course Title: IKT590 Master's Thesis (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt590.html \n Section: Examination Requirements \n  \n For every student/group there will be 10 compulsory guidance meetings. The press-release of the thesis must be submitted and approved. \n  \n Course Title: IKT302 Bachelor's Thesis, data (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt302.html \n Section: Prerequisites \n  \n The student must have passed at least 130 ECTS credits in their study plan by the start of the semester in which the bachelor project is carried out. The topic and research question for the thesis must be approved by the course leader for the bachelor thesis. \n  \n Course Title: IKT302 Bachelor's Thesis, data (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt302.html \n Section: Examination Requirements \n  \n Documentation of participation in at least 5 mandatory supervision meetings. Approved research question. Submission deadlines are given at the start of the semester. \n  \n Course Title: IKT523 Master's Thesis, Cyber Security (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt523.html \n Section: Prerequisites \n  \n To qualify for the master's thesis, students must have completed at least 75 ECTS credits in the master's program. The thesis topic must be pre-approved by UiA.","The minimum requirement to start IKT590 Master's Thesis is that students must have passed examinations with no less than 75 ECTS credits in the Master programme at the beginning of the semester when the master’s thesis is to be written. The topic of the master’s thesis has also to be approved by the University of Agder.","0.8","pass","The answer is partially supported by the context, as it mentions that students must have passed examinations with no less than 75 ECTS credits in the Master programme at the beginning of the semester. However, it does not explicitly state that the topic of the master's thesis has to be approved by the University of Agder.","[]","0.5","fail","The answer provides a general overview but lacks specific details and clarity.","[""Specific details about the minimum requirements (e.g., number of ECTS credits, specific courses)"", ""Clarification on what is meant by 'approved' topic""]"
"q030","Who is the course leader for IKT433 Distributed and Big Data Systems?","The provided data does not specify a course leader for IKT433.","unanswerable","easy","IKT433","title, course_leader","True","5","Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n ECTS Credits: 7.5 \n Responsible Department: Faculty of Engineering and Science \n Course Leader:  \n Course Leaders: Turgay Celik Noureddine Bouhmala \n Lecture Semester:  \n Teaching Language: English \n Duration: \n  \n Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n Section: The Course Is Connected To The Following Study Programs \n  \n Artificial Intelligence and The Internet of Things, Master's Programme Artificial Intelligence, 5-year master programme Master's Programme in Industrial Economics and Technology Management \n  \n Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n Section: Offered As A Free Standing Course \n  \n Yes. Subject to availability or capacity. \n  \n Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n Section: Learning Outcomes \n  \n On successful completion of the course, the student should: - know the main classes of distributed computing approaches, with in-depth knowledge in selected techniques from each class - have knowledge of cloud computing, benefits, challenges, deployment and communication - have acquired competence in big data analysis, decomposition, computing and multilevel search - be able to cast traditional problems in a distributed computing perspective - be able to analyze, implement and evaluate \n  \n Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n Section: Admission Requirement If Given As A Free Standing Course \n  \n Admission requirements for the course are the same as for the master’s programme in ICT.","The course leaders for IKT433 Distributed and Big Data Systems are Turgay Celik and Noureddine Bouhmala.","0.5","fail","The answer claims 'Course Leaders' instead of 'Course Leader', which is not supported by the context.","[""Course Leader:""]","0.8","pass","The answer provides the names of two course leaders, which directly addresses the question. However, it lacks information on whether these individuals are the sole or joint course leaders.","[]"
"q031","What is the exact duration of IKT433 Distributed and Big Data Systems?","The provided data does not clearly specify the duration for IKT433.","unanswerable","easy","IKT433","title, duration","True","5","Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n Section: Teaching And Learning Methods \n  \n Lectures, compulsory exercises, and self-study. The work load for the average student is approximately 200 hours. \n  \n Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n Section: Examinations \n  \n Written examination, 4 hours. Graded assessment. \n  \n Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n Section: Offered As A Free Standing Course \n  \n Yes. Subject to availability or capacity. \n  \n Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n ECTS Credits: 7.5 \n Responsible Department: Faculty of Engineering and Science \n Course Leader:  \n Course Leaders: Turgay Celik Noureddine Bouhmala \n Lecture Semester:  \n Teaching Language: English \n Duration: \n  \n Course Title: IKT453 Intelligent Data Management (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt453.html \n Section: Teaching And Learning Methods \n  \n Lectures, labs, group assignments, supervised written assignments and self-study. The workload for the average student is approximately 200 hours.","The information is not provided in the retrieved context.","0.0","fail","The duration of IKT433 Distributed and Big Data Systems is not provided in the context.","[""Duration of IKT433 Distributed and Big Data Systems""]","0.0","fail","Invalid JSON from judge","[]"
"q032","Which textbook is required for IKT469 Deep Neural Networks?","The provided data does not list any required textbook for IKT469.","unanswerable","easy","IKT469","title","True","5","Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n ECTS Credits: 7.5 \n Responsible Department: Faculty of Engineering and Science \n Course Leader: Morten Goodwin \n Course Leaders:  \n Lecture Semester: Spring \n Teaching Language: English \n Duration: ½ year \n  \n Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: Offered As A Free Standing Course \n  \n Yes, subject to availability. \n  \n Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: The Course Is Connected To The Following Study Programs \n  \n Artificial Intelligence and The Internet of Things, Master's Programme Artificial Intelligence, 5-year master programme \n  \n Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: Admission Requirement If Given As A Free Standing Course \n  \n Admission requirements for the course are the same as for the master’s programme in ICT. \n  \n Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: Teaching And Learning Methods \n  \n Combination of lectures, assignments, paper studies, lab, and report writing. The tasks are done individually or in small groups with group supervision. The work load for the average student is approximately 200 hours.","The information is not provided in the retrieved context.","0.0","fail","Invalid JSON from judge","[]","0.0","fail","The answer does not provide any information about the required textbook, making it incomplete and irrelevant to the question.","[""The required textbook for IKT469 Deep Neural Networks is not specified in the retrieved context.""]"
"q033","On which weekday are lectures for IKT460 held?","The provided data does not include lecture weekdays or schedule details for IKT460.","unanswerable","easy","IKT460","title","True","5","Course Title: IKT204 Data communication (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt204.html \n Section: Examinations \n  \n Individual school examination, 3 hours. Graded assessment. \n  \n Course Title: IKT115 Introduction to Artificial Intelligence Technology (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt115.html \n Section: Teaching And Learning Methods \n  \n The course is taught with physical lectures at Campus Kristiansand. The lectures are streamed for students who cannot attend on campus. The course includes assignments that can be completed individually or in groups, depending on the student's preference. The expected workload is 67.5 hours. \n  \n Course Title: IKT215 Pattern Recognition (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt215.html \n Section: Teaching And Learning Methods \n  \n The course is organized with a combination of lectures, assignments, paper studies, labs, and report writing. The tasks are done individually or in small groups with group supervision. The work load for the average student is approximately 270 hours. \n  \n Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n Section: Examinations \n  \n Written examination, 4 hours. Graded assessment. \n  \n Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Teaching And Learning Methods \n  \n The course is organized with a combination of lectures, assignments and projects. The workload for the average student is approximately 200 hours.","The information is not provided in the retrieved context.","0.0","fail","No information about lecture days is given","[""The answer is not provided in the retrieved context.""]","0.0","fail","The answer is too vague and does not provide any information about the schedule of lectures for IKT460.","[""The answer should provide a specific weekday""]"
"q034","What is the classroom number for IKT122?","The provided data does not include classroom information for IKT122.","unanswerable","easy","IKT122","title","True","5","Course Title: IKT215 Pattern Recognition (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt215.html \n Section: Teaching And Learning Methods \n  \n The course is organized with a combination of lectures, assignments, paper studies, labs, and report writing. The tasks are done individually or in small groups with group supervision. The work load for the average student is approximately 270 hours. \n  \n Course Title: IKT215 Pattern Recognition (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt215.html \n Section: Student Evaluation \n  \n The person responsible for the course decides, in cooperation with student representative, the form of student evaluation and whether the course is to have a midway or end of course evaluation in accordance with the quality system for education, chapter 4.1. \n  \n Course Title: IKT204 Data communication (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt204.html \n Section: Examinations \n  \n Individual school examination, 3 hours. Graded assessment. \n  \n Course Title: IKT215 Pattern Recognition (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt215.html \n Section: Admission Requirement If Given As A Free Standing Course \n  \n Higher Education Entrance Qualification including mathematics R1 and R2 and physics Fysikk 1, or a pass in the preliminary course examination for engineers (which is also offered at University of Agder). \n  \n Course Title: IKT215 Pattern Recognition (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt215.html \n ECTS Credits: 10.0 \n Responsible Department: Faculty of Engineering and Science \n Course Leader: Manuel Sathyajith Mathew \n Course Leaders:  \n Lecture Semester: Spring \n Teaching Language: The primary language for this course is English. \n Duration: ½ year","The information is not provided in the retrieved context.","0.0","","The classroom number is not provided in the retrieved context.","[""Classroom number for IKT122""]","0.0","fail","Answer does not provide any information about the classroom number","[""The answer is missing the specific classroom number for IKT122""]"
"q035","Which spring 2026 courses in the dataset explicitly mention machine learning in either the title, learning outcomes, or contents?","At minimum: IKT112 Concepts of Machine Learning, IKT115 Introduction to Artificial Intelligence Technology, IKT215 Pattern Recognition, IKT459 Embedded Sensors, Signal Processing and Machine Learning for Autonomous Systems, IKT469 Deep Neural Networks. IKT460 Reinforcement Learning is also clearly machine learning related even though its title is more specific.","synthesis","hard","IKT112, IKT115, IKT215, IKT459, IKT469, IKT460","title, learning_outcomes, contents","False","5","Course Title: IKT112 Concepts of Machine Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt112.html \n Section: Learning Outcomes \n  \n Upon completion of this course, students will have: a basic understanding of the concepts of machine learning including supervised, unsupervised and reinforcement learning the ability to apply machine learning algorithms to data sets using a software package (e.g. WEKA) the ability to design experiments and to empirically evaluate and compare the performances of machine learning algorithms an appreciation of and familiarity with some current real-world applications of machine learning \n  \n Course Title: IKT112 Concepts of Machine Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt112.html \n Section: The Course Is Connected To The Following Study Programs \n  \n Artificial Intelligence, 5-year master programme \n  \n Course Title: IKT112 Concepts of Machine Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt112.html \n ECTS Credits: 5.0 \n Responsible Department: Faculty of Engineering and Science \n Course Leader: Rebekka Olsson Omslandseter \n Course Leaders:  \n Lecture Semester: Spring \n Teaching Language: English \n Duration: ½ year \n  \n Course Title: IKT112 Concepts of Machine Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt112.html \n Section: Offered As A Free Standing Course \n  \n Yes. Subject to availability or capacity. \n  \n Course Title: IKT112 Concepts of Machine Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt112.html \n Section: Reduction Of Credits \n  \n This course’s contents overlap with the following courses. A reduction of credits will occur if one of these courses is taken in addition:","The courses that explicitly mention machine learning in either the title, learning outcomes, or contents are: \n  \n 1. IKT112 Concepts of Machine Learning (Spring 2026) \n 2. Artificial Intelligence, 5-year master programme  \n  \n Note: The other course mentioned in the context does not have ""machine learning"" explicitly mentioned in its title, learning outcomes, or contents.","0.5","fail","The course title does not explicitly mention machine learning.","[""Artificial Intelligence, 5-year master programme""]","0.8","pass","The answer provides the required information, but it would be more complete if it also mentioned other courses that explicitly mention machine learning in their title, learning outcomes, or contents.","[]"
